MEMBERSHIP_ID,MEMBERSHIPTYPE_ID,DBL,MAILLANGUAGE_ID,STATUS,MEMBERSHIPSERVICECENTER_ID
199784,108,,2,Active,1
200102,108,,2,Active,1
257118,108,,2,Active,1
197852,108,,2,Active,1
204893,108,,2,Active,1
209441,108,,2,Active,1
197749,108,,2,Active,1
198332,108,,2,Active,1
203397,108,,2,Active,1
200230,108,,2,Active,1
256930,108,,2,Active,1
228714,108,,2,Active,1
255813,108,,2,Active,1
253981,108,,2,Active,1
221135,108,,2,Active,1
228979,108,,2,Active,1
280342,108,,2,Active,1
227956,108,,2,Active,1
195113,108,,2,Active,1
275664,108,,2,Active,1
280168,108,,2,Active,1
281647,108,,2,Active,1
282294,108,,2,Active,1
282408,108,,2,Active,1
283012,108,,2,Active,1
280171,108,,2,Active,1
281907,108,,2,Active,1
282443,108,,2,Active,1
248070,108,,2,Active,1
263866,108,,2,Active,1
290427,108,,2,Active,1
295488,108,,2,Active,1
290655,108,,2,Active,1
284344,108,,2,Active,1
271703,108,,2,Active,1
272133,108,,2,Active,1
228314,108,,2,Active,1
229318,108,,2,Active,1
276552,108,,2,Active,1
278622,108,,2,Active,1
279056,108,,2,Active,1
279166,108,,2,Active,1
293088,108,,2,Active,1
282747,108,,2,Active,1
305159,108,,2,Active,1
293942,108,,2,Active,1
299647,108,,2,Active,1
305580,108,,2,Active,1
305432,108,,2,Active,1
296131,108,,2,Active,1
299298,108,,2,Active,1
308890,108,,2,Active,1
308992,108,,2,Active,1
305465,108,,2,Active,1
308008,108,,2,Active,1
296245,108,,2,Active,1
296360,108,,2,Active,1
300700,108,,2,Active,1
301295,108,,2,Active,1
306255,108,,2,Active,1
317703,108,,2,Active,1
299987,108,,2,Active,1
297084,108,,2,Active,1
314732,108,,2,Active,1
300709,108,,2,Active,1
301807,108,,2,Active,1
317765,108,,2,Active,1
316912,108,,2,Active,1
317039,108,,2,Active,1
309736,108,,2,Active,1
297350,108,,2,Active,1
350143,108,,2,Active,1
303015,108,,2,Active,1
300608,108,,2,Active,1
349591,108,,2,Active,1
284201,108,,2,Active,1
361750,108,,2,Active,1
274946,108,,2,Active,1
303708,108,,2,Active,1
307667,108,,2,Active,1
299377,108,,2,Active,1
302343,108,,2,Active,1
361673,108,,2,Active,1
315418,108,,2,Active,1
315475,108,,2,Active,1
312475,108,,2,Active,1
318902,108,,2,Active,1
314792,108,,2,Active,1
354287,108,,2,Active,1
354989,108,,2,Active,1
318220,108,,2,Active,1
320460,108,,2,Active,1
356237,108,,2,Active,1
350346,108,,2,Active,1
354400,108,,2,Active,1
350513,108,,2,Active,1
350890,108,,2,Active,1
354473,108,,2,Active,1
356377,108,,2,Active,1
351620,108,,2,Active,1
279289,108,,2,Active,1
358295,108,,2,Active,1
295919,108,,2,Active,1
296119,108,,2,Active,1
296166,108,,2,Active,1
315246,108,,2,Active,1
315378,108,,2,Active,1
315359,108,,2,Active,1
365706,108,,2,Active,1
303327,108,,2,Active,1
361708,108,,2,Active,1
361844,108,,2,Active,1
359034,108,,2,Active,1
359638,108,,2,Active,1
311471,108,,2,Active,1
346476,108,,2,Active,1
312061,108,,2,Active,1
369917,108,,2,Active,1
370115,108,,2,Active,1
351801,108,,2,Active,1
361956,108,,2,Active,1
362140,108,,2,Active,1
362289,108,,2,Active,1
362491,108,,2,Active,1
362574,108,,2,Active,1
362591,108,,2,Active,1
311649,108,,2,Active,1
362153,108,,2,Active,1
359094,108,,2,Active,1
360030,108,,2,Active,1
362093,108,,2,Active,1
362329,108,,2,Active,1
362604,108,,2,Active,1
362904,108,,2,Active,1
363204,108,,2,Active,1
362411,108,,2,Active,1
362488,108,,2,Active,1
362545,108,,2,Active,1
360205,108,,2,Active,1
296769,108,,2,Active,1
347730,108,,2,Active,1
348391,108,,2,Active,1
315040,108,,2,Active,1
362634,108,,2,Active,1
362701,108,,2,Active,1
363069,108,,2,Active,1
315419,108,,2,Active,1
366199,108,,2,Active,1
366356,108,,2,Active,1
366567,108,,2,Active,1
313600,108,,2,Active,1
362860,108,,2,Active,1
315030,108,,2,Active,1
315396,108,,2,Active,1
315445,108,,2,Active,1
315462,108,,2,Active,1
365849,108,,2,Active,1
365917,108,,2,Active,1
318810,108,,2,Active,1
370243,108,,2,Active,1
365777,108,,2,Active,1
374148,108,,2,Active,1
374752,108,,2,Active,1
374802,108,,2,Active,1
374834,108,,2,Active,1
374168,108,,2,Active,1
374336,108,,2,Active,1
374393,108,,2,Active,1
374763,108,,2,Active,1
374806,108,,2,Active,1
374829,108,,2,Active,1
374863,108,,2,Active,1
374872,108,,2,Active,1
374897,108,,2,Active,1
375129,108,,2,Active,1
375140,108,,2,Active,1
374257,108,,2,Active,1
374274,108,,2,Active,1
374340,108,,2,Active,1
374342,108,,2,Active,1
374391,108,,2,Active,1
374408,108,,2,Active,1
320760,108,,2,Active,1
362953,108,,2,Active,1
363164,108,,2,Active,1
366333,108,,2,Active,1
320674,108,,2,Active,1
370467,108,,2,Active,1
356595,108,,2,Active,1
357004,108,,2,Active,1
357208,108,,2,Active,1
374118,108,,2,Active,1
374279,108,,2,Active,1
374354,108,,2,Active,1
374413,108,,2,Active,1
374477,108,,2,Active,1
374520,108,,2,Active,1
374545,108,,2,Active,1
374554,108,,2,Active,1
374579,108,,2,Active,1
374677,108,,2,Active,1
374722,108,,2,Active,1
356374,108,,2,Active,1
374088,108,,2,Active,1
374173,108,,2,Active,1
374339,108,,2,Active,1
374422,108,,2,Active,1
374456,108,,2,Active,1
374473,108,,2,Active,1
374526,108,,2,Active,1
356428,108,,2,Active,1
374337,108,,2,Active,1
374394,108,,2,Active,1
374505,108,,2,Active,1
374662,108,,2,Active,1
374737,108,,2,Active,1
371068,108,,2,Active,1
371104,108,,2,Active,1
374178,108,,2,Active,1
374353,108,,2,Active,1
374453,108,,2,Active,1
374560,108,,2,Active,1
374589,108,,2,Active,1
374728,108,,2,Active,1
374846,108,,2,Active,1
374871,108,,2,Active,1
370427,108,,2,Active,1
370859,108,,2,Active,1
370896,108,,2,Active,1
370521,108,,2,Active,1
370640,108,,2,Active,1
371625,108,,2,Active,1
371363,108,,2,Active,1
352943,108,,2,Active,1
347615,108,,2,Active,1
362887,108,,2,Active,1
348634,108,,2,Active,1
315404,108,,2,Active,1
366093,108,,2,Active,1
354680,108,,2,Active,1
347825,108,,2,Active,1
364037,108,,2,Active,1
348851,108,,2,Active,1
348901,108,,2,Active,1
374869,108,,2,Active,1
375080,108,,2,Active,1
375087,108,,2,Active,1
375112,108,,2,Active,1
375312,108,,2,Active,1
375355,108,,2,Active,1
375430,108,,2,Active,1
375616,108,,2,Active,1
374888,108,,2,Active,1
348339,108,,2,Active,1
363488,108,,2,Active,1
347785,108,,2,Active,1
375791,108,,2,Active,1
375830,108,,2,Active,1
376134,108,,2,Active,1
376148,108,,2,Active,1
376166,108,,2,Active,1
376209,108,,2,Active,1
376259,108,,2,Active,1
376302,108,,2,Active,1
365502,108,,2,Active,1
365203,108,,2,Active,1
365546,108,,2,Active,1
366766,108,,2,Active,1
366823,108,,2,Active,1
364297,108,,2,Active,1
350475,108,,2,Active,1
360749,108,,2,Active,1
360817,108,,2,Active,1
365609,108,,2,Active,1
375487,108,,2,Active,1
375502,108,,2,Active,1
375552,108,,2,Active,1
375601,108,,2,Active,1
375719,108,,2,Active,1
375937,108,,2,Active,1
375970,108,,2,Active,1
376037,108,,2,Active,1
376088,108,,2,Active,1
376169,108,,2,Active,1
376220,108,,2,Active,1
376337,108,,2,Active,1
376355,108,,2,Active,1
376423,108,,2,Active,1
376437,108,,2,Active,1
376455,108,,2,Active,1
376538,108,,2,Active,1
376620,108,,2,Active,1
366796,108,,2,Active,1
375304,108,,2,Active,1
375399,108,,2,Active,1
375631,108,,2,Active,1
375799,108,,2,Active,1
375842,108,,2,Active,1
375942,108,,2,Active,1
376076,108,,2,Active,1
376099,108,,2,Active,1
376176,108,,2,Active,1
376240,108,,2,Active,1
376435,108,,2,Active,1
372232,108,,2,Active,1
372298,108,,2,Active,1
372364,108,,2,Active,1
361277,108,,2,Active,1
370735,108,,2,Active,1
370769,108,,2,Active,1
371671,108,,2,Active,1
371946,108,,2,Active,1
374474,108,,2,Active,1
374574,108,,2,Active,1
374657,108,,2,Active,1
374659,108,,2,Active,1
374725,108,,2,Active,1
374774,108,,2,Active,1
375074,108,,2,Active,1
363494,108,,2,Active,1
364218,108,,2,Active,1
364300,108,,2,Active,1
364879,108,,2,Active,1
375189,108,,2,Active,1
375207,108,,2,Active,1
375264,108,,2,Active,1
375346,108,,2,Active,1
375596,108,,2,Active,1
375725,108,,2,Active,1
375739,108,,2,Active,1
375782,108,,2,Active,1
375850,108,,2,Active,1
375393,108,,2,Active,1
375410,108,,2,Active,1
375427,108,,2,Active,1
375459,108,,2,Active,1
375461,108,,2,Active,1
375593,108,,2,Active,1
375595,108,,2,Active,1
375759,108,,2,Active,1
366634,108,,2,Active,1
366985,108,,2,Active,1
374860,108,,2,Active,1
374894,108,,2,Active,1
374960,108,,2,Active,1
374977,108,,2,Active,1
375060,108,,2,Active,1
375109,108,,2,Active,1
375192,108,,2,Active,1
375241,108,,2,Active,1
375343,108,,2,Active,1
375375,108,,2,Active,1
375492,108,,2,Active,1
375579,108,,2,Active,1
376168,108,,2,Active,1
376200,108,,2,Active,1
376225,108,,2,Active,1
376418,108,,2,Active,1
376443,108,,2,Active,1
376518,108,,2,Active,1
371895,108,,2,Active,1
372020,108,,2,Active,1
372070,108,,2,Active,1
372256,108,,2,Active,1
372524,108,,2,Active,1
372538,108,,2,Active,1
372624,108,,2,Active,1
372774,108,,2,Active,1
372842,108,,2,Active,1
372942,108,,2,Active,1
373049,108,,2,Active,1
372066,108,,2,Active,1
372083,108,,2,Active,1
372319,108,,2,Active,1
372402,108,,2,Active,1
372453,108,,2,Active,1
355830,108,,2,Active,1
375190,108,,2,Active,1
375313,108,,2,Active,1
375347,108,,2,Active,1
375379,108,,2,Active,1
375381,108,,2,Active,1
375424,108,,2,Active,1
375547,108,,2,Active,1
375615,108,,2,Active,1
375622,108,,2,Active,1
375756,108,,2,Active,1
375790,108,,2,Active,1
375817,108,,2,Active,1
375922,108,,2,Active,1
376151,108,,2,Active,1
376160,108,,2,Active,1
376249,108,,2,Active,1
376251,108,,2,Active,1
376260,108,,2,Active,1
376351,108,,2,Active,1
376426,108,,2,Active,1
376458,108,,2,Active,1
376524,108,,2,Active,1
368328,108,,2,Active,1
372322,108,,2,Active,1
372347,108,,2,Active,1
372458,108,,2,Active,1
372547,108,,2,Active,1
372765,108,,2,Active,1
373065,108,,2,Active,1
372243,108,,2,Active,1
372293,108,,2,Active,1
372344,108,,2,Active,1
372811,108,,2,Active,1
372979,108,,2,Active,1
373180,108,,2,Active,1
373212,108,,2,Active,1
373380,108,,2,Active,1
372373,108,,2,Active,1
372416,108,,2,Active,1
372539,108,,2,Active,1
372548,108,,2,Active,1
372575,108,,2,Active,1
372641,108,,2,Active,1
372682,108,,2,Active,1
372914,108,,2,Active,1
372939,108,,2,Active,1
373009,108,,2,Active,1
372598,108,,2,Active,1
372800,108,,2,Active,1
372959,108,,2,Active,1
373123,108,,2,Active,1
373132,108,,2,Active,1
369213,108,,2,Active,1
369356,108,,2,Active,1
362849,108,,2,Active,1
373258,108,,2,Active,1
373458,108,,2,Active,1
369439,108,,2,Active,1
373544,108,,2,Active,1
373601,108,,2,Active,1
373658,108,,2,Active,1
373819,108,,2,Active,1
373862,108,,2,Active,1
373876,108,,2,Active,1
373887,108,,2,Active,1
374076,108,,2,Active,1
376466,108,,2,Active,1
376577,108,,2,Active,1
376627,108,,2,Active,1
376666,108,,2,Active,1
376684,108,,2,Active,1
376709,108,,2,Active,1
376859,108,,2,Active,1
376895,108,,2,Active,1
377027,108,,2,Active,1
373647,108,,2,Active,1
373812,108,,2,Active,1
373915,108,,2,Active,1
373930,108,,2,Active,1
374065,108,,2,Active,1
376773,108,,2,Active,1
376956,108,,2,Active,1
377038,108,,2,Active,1
372570,108,,2,Active,1
372621,108,,2,Active,1
372770,108,,2,Active,1
372836,108,,2,Active,1
373238,108,,2,Active,1
373589,108,,2,Active,1
373687,108,,2,Active,1
373721,108,,2,Active,1
373787,108,,2,Active,1
373789,108,,2,Active,1
373889,108,,2,Active,1
376114,108,,2,Active,1
376163,108,,2,Active,1
373182,108,,2,Active,1
373309,108,,2,Active,1
373352,108,,2,Active,1
373552,108,,2,Active,1
373641,108,,2,Active,1
373743,108,,2,Active,1
373809,108,,2,Active,1
373818,108,,2,Active,1
373850,108,,2,Active,1
373884,108,,2,Active,1
373975,108,,2,Active,1
374045,108,,2,Active,1
376592,108,,2,Active,1
376624,108,,2,Active,1
376626,108,,2,Active,1
376658,108,,2,Active,1
376660,108,,2,Active,1
376683,108,,2,Active,1
376692,108,,2,Active,1
376753,108,,2,Active,1
376887,108,,2,Active,1
377053,108,,2,Active,1
377062,108,,2,Active,1
377119,108,,2,Active,1
377128,108,,2,Active,1
377228,108,,2,Active,1
377287,108,,2,Active,1
377351,108,,2,Active,1
377385,108,,2,Active,1
377396,108,,2,Active,1
377428,108,,2,Active,1
375777,108,,2,Active,1
375794,108,,2,Active,1
375828,108,,2,Active,1
375945,108,,2,Active,1
375977,108,,2,Active,1
376145,108,,2,Active,1
376177,108,,2,Active,1
376245,108,,2,Active,1
376328,108,,2,Active,1
371869,108,,2,Active,1
372050,108,,2,Active,1
372052,108,,2,Active,1
372067,108,,2,Active,1
372069,108,,2,Active,1
372118,108,,2,Active,1
372169,108,,2,Active,1
372250,108,,2,Active,1
372350,108,,2,Active,1
372518,108,,2,Active,1
373174,108,,2,Active,1
373285,108,,2,Active,1
373417,108,,2,Active,1
373467,108,,2,Active,1
373474,108,,2,Active,1
372618,108,,2,Active,1
372754,108,,2,Active,1
372820,108,,2,Active,1
373069,108,,2,Active,1
373071,108,,2,Active,1
373105,108,,2,Active,1
373120,108,,2,Active,1
368691,108,,2,Active,1
363785,108,,2,Active,1
359574,108,,2,Active,1
360577,108,,2,Active,1
360863,108,,2,Active,1
346473,108,,2,Active,1
376197,108,,2,Active,1
376331,108,,2,Active,1
376348,108,,2,Active,1
376395,108,,2,Active,1
376461,108,,2,Active,1
376497,108,,2,Active,1
376529,108,,2,Active,1
376612,108,,2,Active,1
376663,108,,2,Active,1
376746,108,,2,Active,1
377099,108,,2,Active,1
377150,108,,2,Active,1
377165,108,,2,Active,1
377233,108,,2,Active,1
377267,108,,2,Active,1
377384,108,,2,Active,1
377448,108,,2,Active,1
377467,108,,2,Active,1
377548,108,,2,Active,1
377582,108,,2,Active,1
377599,108,,2,Active,1
378001,108,,2,Active,1
378118,108,,2,Active,1
378135,108,,2,Active,1
378184,108,,2,Active,1
378218,108,,2,Active,1
373223,108,,2,Active,1
373257,108,,2,Active,1
373434,108,,2,Active,1
373527,108,,2,Active,1
373566,108,,2,Active,1
373827,108,,2,Active,1
373970,108,,2,Active,1
376733,108,,2,Active,1
376776,108,,2,Active,1
376801,108,,2,Active,1
376833,108,,2,Active,1
376876,108,,2,Active,1
376944,108,,2,Active,1
377042,108,,2,Active,1
377101,108,,2,Active,1
377505,108,,2,Active,1
377546,108,,2,Active,1
377714,108,,2,Active,1
377937,108,,2,Active,1
377980,108,,2,Active,1
378012,108,,2,Active,1
378071,108,,2,Active,1
378080,108,,2,Active,1
378112,108,,2,Active,1
378237,108,,2,Active,1
373703,108,,2,Active,1
373735,108,,2,Active,1
373978,108,,2,Active,1
376743,108,,2,Active,1
376850,108,,2,Active,1
376861,108,,2,Active,1
376961,108,,2,Active,1
377061,108,,2,Active,1
377136,108,,2,Active,1
377268,108,,2,Active,1
377279,108,,2,Active,1
377393,108,,2,Active,1
377411,108,,2,Active,1
377436,108,,2,Active,1
377629,108,,2,Active,1
377697,108,,2,Active,1
377711,108,,2,Active,1
377822,108,,2,Active,1
377886,108,,2,Active,1
377897,108,,2,Active,1
378104,108,,2,Active,1
378115,108,,2,Active,1
378172,108,,2,Active,1
378215,108,,2,Active,1
378229,108,,2,Active,1
373203,108,,2,Active,1
373288,108,,2,Active,1
373386,108,,2,Active,1
373471,108,,2,Active,1
373520,108,,2,Active,1
373673,108,,2,Active,1
373924,108,,2,Active,1
374058,108,,2,Active,1
376411,108,,2,Active,1
376647,108,,2,Active,1
376764,108,,2,Active,1
376813,108,,2,Active,1
376832,108,,2,Active,1
376847,108,,2,Active,1
376896,108,,2,Active,1
376932,108,,2,Active,1
376964,108,,2,Active,1
377032,108,,2,Active,1
377113,108,,2,Active,1
377115,108,,2,Active,1
377164,108,,2,Active,1
377400,108,,2,Active,1
377568,108,,2,Active,1
377651,108,,2,Active,1
377685,108,,2,Active,1
377124,108,,2,Active,1
377191,108,,2,Active,1
377238,108,,2,Active,1
377241,108,,2,Active,1
377274,108,,2,Active,1
377324,108,,2,Active,1
377341,108,,2,Active,1
377574,108,,2,Active,1
377591,108,,2,Active,1
377606,108,,2,Active,1
377823,108,,2,Active,1
378041,108,,2,Active,1
378178,108,,2,Active,1
378210,108,,2,Active,1
377530,108,,2,Active,1
377560,108,,2,Active,1
377585,108,,2,Active,1
377628,108,,2,Active,1
377662,108,,2,Active,1
377696,108,,2,Active,1
378098,108,,2,Active,1
378187,108,,2,Active,1
378189,108,,2,Active,1
378223,108,,2,Active,1
378255,108,,2,Active,1
377388,108,,2,Active,1
377502,108,,2,Active,1
377570,108,,2,Active,1
377663,108,,2,Active,1
377920,108,,2,Active,1
377938,108,,2,Active,1
377988,108,,2,Active,1
378063,108,,2,Active,1
215224,108,,2,Active,1
377800,108,,2,Active,1
377832,108,,2,Active,1
377834,108,,2,Active,1
377866,108,,2,Active,1
377917,108,,2,Active,1
377932,108,,2,Active,1
377983,108,,2,Active,1
378032,108,,2,Active,1
378100,108,,2,Active,1
378149,108,,2,Active,1
356683,108,,2,Active,1
374081,108,,2,Active,1
374131,108,,2,Active,1
374182,108,,2,Active,1
374231,108,,2,Active,1
374264,108,,2,Active,1
374299,108,,2,Active,1
374499,108,,2,Active,1
374531,108,,2,Active,1
374568,108,,2,Active,1
374617,108,,2,Active,1
374685,108,,2,Active,1
374732,108,,2,Active,1
374735,108,,2,Active,1
374818,108,,2,Active,1
374868,108,,2,Active,1
374932,108,,2,Active,1
375118,108,,2,Active,1
375149,108,,2,Active,1
375186,108,,2,Active,1
371088,108,,2,Active,1
371642,108,,2,Active,1
353108,108,,2,Active,1
348560,108,,2,Active,1
349181,108,,2,Active,1
364289,108,,2,Active,1
364303,108,,2,Active,1
375350,108,,2,Active,1
375353,108,,2,Active,1
375386,108,,2,Active,1
375418,108,,2,Active,1
375485,108,,2,Active,1
375604,108,,2,Active,1
375636,108,,2,Active,1
375671,108,,2,Active,1
375871,108,,2,Active,1
375954,108,,2,Active,1
376086,108,,2,Active,1
376122,108,,2,Active,1
376139,108,,2,Active,1
376172,108,,2,Active,1
376354,108,,2,Active,1
376454,108,,2,Active,1
376503,108,,2,Active,1
376504,108,,2,Active,1
376589,108,,2,Active,1
376603,108,,2,Active,1
376772,108,,2,Active,1
376807,108,,2,Active,1
368097,108,,2,Active,1
368615,108,,2,Active,1
372109,108,,2,Active,1
372160,108,,2,Active,1
372278,108,,2,Active,1
372327,108,,2,Active,1
372342,108,,2,Active,1
372459,108,,2,Active,1
372542,108,,2,Active,1
372627,108,,2,Active,1
372813,108,,2,Active,1
372877,108,,2,Active,1
372913,108,,2,Active,1
372946,108,,2,Active,1
373063,108,,2,Active,1
373295,108,,2,Active,1
373346,108,,2,Active,1
373746,108,,2,Active,1
373882,108,,2,Active,1
373896,108,,2,Active,1
373981,108,,2,Active,1
377158,108,,2,Active,1
377207,108,,2,Active,1
377208,108,,2,Active,1
377239,108,,2,Active,1
377322,108,,2,Active,1
377422,108,,2,Active,1
377425,108,,2,Active,1
377576,108,,2,Active,1
377757,108,,2,Active,1
377940,108,,2,Active,1
377943,108,,2,Active,1
378026,108,,2,Active,1
378058,108,,2,Active,1
378094,108,,2,Active,1
378111,108,,2,Active,1
378243,108,,2,Active,1
188464,108,,2,Active,1
202702,108,,2,Active,1
193831,108,,2,Active,1
250602,108,,2,Active,1
266778,108,,2,Active,1
279161,108,,2,Active,1
320609,108,,2,Active,1
362006,108,,2,Active,1
357360,108,,2,Active,1
374223,108,,2,Active,1
348853,108,,2,Active,1
348953,108,,2,Active,1
218510,108,,2,Active,1
376736,108,,2,Active,1
377343,108,,2,Active,1
377386,108,,2,Active,1
377761,108,,2,Active,1
377990,108,,2,Active,1
378090,108,,2,Active,1
185905,108,,2,Active,1
217734,108,,2,Active,1
374927,108,,2,Active,1
375259,108,,2,Active,1
375342,108,,2,Active,1
375846,108,,2,Active,1
365501,108,,2,Active,1
372202,108,,2,Active,1
372268,108,,2,Active,1
372434,108,,2,Active,1
372534,108,,2,Active,1
368707,108,,2,Active,1
372972,108,,2,Active,1
373470,108,,2,Active,1
376278,108,,2,Active,1
376965,108,,2,Active,1
377131,108,,2,Active,1
377197,108,,2,Active,1
377967,108,,2,Active,1
378067,108,,2,Active,1
378150,108,,2,Active,1
378233,108,,2,Active,1
50305,108,,2,Active,1
191670,108,,2,Active,1
50425,108,,2,Active,1
191484,108,,2,Active,1
196745,108,,2,Active,1
189108,108,,2,Active,1
206260,108,,2,Active,1
290565,108,,2,Active,1
191235,108,,2,Active,1
202138,108,,2,Active,1
202467,108,,2,Active,1
372328,108,,2,Active,1
372677,108,,2,Active,1
372846,108,,2,Active,1
373782,108,,2,Active,1
377240,108,,2,Active,1
377589,108,,2,Active,1
195188,108,,2,Active,1
196267,108,,2,Active,1
198829,108,,2,Active,1
197249,108,,2,Active,1
297887,108,,2,Active,1
208570,108,,2,Active,1
214461,108,,2,Active,1
211041,108,,2,Active,1
184403,108,,2,Active,1
185588,108,,2,Active,1
256556,108,,2,Active,1
209108,108,,2,Active,1
203675,108,,2,Active,1
222736,108,,2,Active,1
193894,108,,2,Active,1
193597,108,,2,Active,1
202906,108,,2,Active,1
197390,108,,2,Active,1
195168,108,,2,Active,1
283423,108,,2,Active,1
357549,108,,2,Active,1
279702,108,,2,Active,1
286045,108,,2,Active,1
361611,108,,2,Active,1
364233,108,,2,Active,1
360423,108,,2,Active,1
361425,108,,2,Active,1
367084,108,,2,Active,1
375299,108,,2,Active,1
375365,108,,2,Active,1
375431,108,,2,Active,1
375574,108,,2,Active,1
375597,108,,2,Active,1
376301,108,,2,Active,1
372162,108,,2,Active,1
372866,108,,2,Active,1
372989,108,,2,Active,1
368913,108,,2,Active,1
290829,108,,2,Active,1
300469,108,,2,Active,1
366792,108,,2,Active,1
361877,108,,2,Active,1
315351,108,,2,Active,1
355345,108,,2,Active,1
374343,108,,2,Active,1
374847,108,,2,Active,1
375056,108,,2,Active,1
376258,108,,2,Active,1
376324,108,,2,Active,1
372514,108,,2,Active,1
372580,108,,2,Active,1
320761,108,,2,Active,1
315428,108,,2,Active,1
366102,108,,2,Active,1
315429,108,,2,Active,1
359734,108,,2,Active,1
374512,108,,2,Active,1
361090,108,,2,Active,1
375305,108,,2,Active,1
362378,108,,2,Active,1
362653,108,,2,Active,1
374675,108,,2,Active,1
374907,108,,2,Active,1
374924,108,,2,Active,1
375611,108,,2,Active,1
371850,108,,2,Active,1
372116,108,,2,Active,1
372803,108,,2,Active,1
320403,108,,2,Active,1
352388,108,,2,Active,1
358236,108,,2,Active,1
374884,108,,2,Active,1
373825,108,,2,Active,1
373968,108,,2,Active,1
377137,108,,2,Active,1
377380,108,,2,Active,1
377469,108,,2,Active,1
377278,108,,2,Active,1
376241,108,,2,Active,1
376284,108,,2,Active,1
376341,108,,2,Active,1
376384,108,,2,Active,1
372365,108,,2,Active,1
372683,108,,2,Active,1
373015,108,,2,Active,1
374051,108,,2,Active,1
376527,108,,2,Active,1
376759,108,,2,Active,1
377134,108,,2,Active,1
377320,108,,2,Active,1
377652,108,,2,Active,1
377781,108,,2,Active,1
377838,108,,2,Active,1
377970,108,,2,Active,1
378113,108,,2,Active,1
373241,108,,2,Active,1
376719,108,,2,Active,1
376928,108,,2,Active,1
377864,108,,2,Active,1
378030,108,,2,Active,1
216722,108,,2,Active,1
348370,108,,2,Active,1
374117,108,,2,Active,1
374160,108,,2,Active,1
374260,108,,2,Active,1
374578,108,,2,Active,1
375053,108,,2,Active,1
347170,108,,2,Active,1
375282,108,,2,Active,1
376407,108,,2,Active,1
376593,108,,2,Active,1
374759,108,,2,Active,1
375108,108,,2,Active,1
